disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
74751,104687,73.55,3,3,1,820950,816632,816632,0,0,0,0,0,0,2893,0,2,0,1,0
72817,92800,79.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139,64100,59.59,6,3,0,63702,76507,72847,0,0,0,0,0,0,5959,0,2,0,0,0
56359,110246,51.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000,66547,83.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48549,64702,76.04,2,0,0,0,0,0,0,0,0,0,0,0,5758,0,0,0,0,0
59687,90000,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44104,67689,68.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,70900,88.86,2,2,0,37000,51000,51000,0,0,0,0,0,0,37000,0,0,0,0,0
55013,68371,81.91,4,3,1,708405,785343,785343,0,0,0,0,0,0,0,0,0,0,0,0
29524,67853,47.16,5,3,1,565222,861097,861097,0,0,0,0,0,0,9975,0,0,0,0,0
47630,57512,85.0,5,2,0,73144,143000,143000,0,0,0,0,0,0,0,0,0,1,0,1
54013,78946,70.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51803,65336,80.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55513,65609,86.88,11,2,1,1754573,1632000,1632000,0,0,0,0,0,0,75420,0,1,2,1,1
60213,102994,59.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50103,72633,71.59,2,2,0,18989,24489,24489,0,0,0,0,0,0,0,0,2,0,0,0
61947,70116,89.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42310,64548,69.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60113,78741,78.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,64109,81.11,1,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,0,1,0
59947,72448,85.58,2,2,0,644000,734732,734732,0,0,0,0,0,0,0,0,0,0,1,0
50303,80460,63.39,1,1,0,19888,25000,25000,0,0,0,0,0,0,1520,0,1,0,0,0
43894,68285,65.9,7,7,0,174408,543220,543220,0,0,0,0,0,0,0,0,2,0,0,0
71237,103889,71.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,75876,68.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54759,67048,83.52,1,1,0,965046,1000000,1000000,0,0,0,0,0,0,10113,0,0,0,0,0
67869,81500,84.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70549,110505,66.97,1,1,0,9830,25000,25000,0,0,0,0,0,0,1340,0,0,0,0,1
43225,79831,54.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36939,62294,61.0,2,1,0,7650,25500,25500,0,0,0,0,0,0,0,0,1,0,0,0
58263,84480,71.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47349,61646,79.49,3,3,1,669459,1260000,1260000,0,0,0,0,0,0,2400,0,1,1,0,0
58947,80846,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,61705,84.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48935,67819,74.99,1,1,1,22800,40000,40000,0,0,0,0,0,0,4000,0,0,0,0,1
36939,64611,61.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83433,103572,82.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
43394,70100,64.19,23,3,0,80858,155000,155000,0,0,0,0,0,0,49407,0,2,0,2,0
59259,71656,83.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72817,104809,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59900,68792,89.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94914,163722,60.47,7,3,1,415360,571980,571980,0,0,0,0,0,0,0,0,1,0,0,0
36939,55785,68.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63947,77920,83.42,9,4,0,397979,470290,470290,0,0,0,0,0,0,5533,0,1,0,2,1
75536,103850,74.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52478,69212,78.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96490,144950,67.61,102,16,4,335799,1043025,1043025,0,0,0,0,0,0,1636579,0,3,3,0,0
56813,70903,84.62,2,1,0,4716,9115,9115,0,0,0,0,0,0,2330,0,1,0,0,1
46951,97591,51.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50303,57500,89.57,12,4,1,115300,134894,134894,0,0,0,0,0,0,16021,0,4,1,2,1
83350,144500,58.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58013,80870,74.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57313,74375,80.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,86000,60.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36139,56700,65.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72817,94787,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45889,74968,64.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63713,110000,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394,66156,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48145,63714,77.69,7,2,0,203800,203800,203800,0,0,0,0,0,0,0,0,1,0,0,0
44200,55833,82.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55413,71169,79.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52579,65105,86.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57704,69048,85.0,2,2,1,20351,37971,37971,0,0,0,0,0,0,3089,0,1,0,1,1
58259,69564,84.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50518,74218,71.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64532,73698,89.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47149,64902,75.19,1,1,0,2123,6161,6161,0,0,0,0,0,0,1089,0,1,0,1,0
87820,121000,73.97,2,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,0
59213,83932,72.68,4,2,1,1601193,1730000,1730000,0,0,0,0,0,0,0,0,0,1,0,1
45145,72763,64.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,69800,78.8,1,1,0,93656,200000,200000,0,0,0,0,0,0,4727,0,0,1,0,0
63882,73000,89.73,4,2,0,280307,314900,314900,0,0,0,0,0,0,0,0,1,0,1,0
52213,69600,78.3,1,1,1,48107,50000,50000,0,0,0,0,0,0,1428,0,1,1,0,1
62327,71200,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60697,73000,85.0,1,1,0,7775,11471,11471,0,0,0,0,0,0,2114,0,1,0,1,0
49478,60908,83.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55599,73024,79.43,1,0,0,0,0,0,0,0,0,0,0,0,39193,0,0,0,0,0
53997,69547,80.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55359,62935,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41514,67969,64.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66882,112814,60.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53703,68860,79.87,5,3,0,952008,978114,978114,0,0,0,0,0,0,5310,0,2,0,0,0
50488,67485,78.15,9,2,0,93686,226000,226000,0,0,0,0,0,0,0,0,0,0,0,0
62147,112630,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64042,76663,87.4,1,1,0,28943,30000,29646,0,0,0,0,0,0,2600,0,1,0,1,1
40894,68732,61.11,2,1,1,45306,44400,44400,0,0,0,0,0,0,0,0,0,1,0,0
60113,82409,74.63,6,3,0,15840,69288,69288,0,0,0,0,0,0,0,0,2,0,0,0
63547,123672,52.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60447,70495,87.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71719,147709,50.71,1,1,0,485449,640000,640000,0,0,0,0,0,0,14367,0,0,0,0,0
54759,71666,78.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56759,79121,73.94,5,3,0,100525,128900,128900,0,0,0,0,0,0,75700,0,2,1,1,0
51168,71512,76.21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56859,73679,79.53,1,0,0,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,0
61107,70482,88.82,12,4,0,89661,110789,110789,0,0,0,0,0,0,8979,0,2,2,0,0
58083,75249,81.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40504,70249,62.63,1,1,0,0,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0
51428,65583,83.86,21,3,0,55447,85000,85000,0,0,0,0,0,0,26696,0,1,0,1,0
55209,68857,82.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62447,108700,59.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41894,58098,74.87,2,1,0,328133,400100,400100,0,0,0,0,0,0,0,0,0,0,0,0
42189,62165,74.0,5,0,0,0,0,0,0,0,0,0,0,0,5664,0,0,0,0,0
40062,65100,64.52,1,1,0,1601213,1619690,1619690,0,0,0,0,0,0,0,0,0,0,0,0
54259,70409,79.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,73508,72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,74839,74.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74805,120054,63.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44506,73219,65.69,5,4,0,98563,129471,129471,0,0,0,0,0,0,5907,0,2,0,0,0
54940,75581,74.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62562,94539,69.81,10,3,0,136418,155206,155206,0,0,0,0,0,0,17589,0,1,0,6,0
60713,69145,89.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64391,97761,68.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47545,74985,65.35,6,3,1,29675,64461,64461,0,0,0,0,0,0,4034,0,1,1,1,0
54019,79025,71.37,7,2,0,18100,43500,43500,0,0,0,0,0,0,0,0,1,0,0,0
44109,59803,80.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52078,77465,69.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58513,67372,89.06,4,2,0,31132,38000,38000,0,0,0,0,0,0,5640,0,2,0,1,0
54013,81316,68.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60947,80817,77.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58047,72068,84.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36939,60360,62.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51978,88864,61.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65379,90203,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52353,60905,87.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59147,68706,89.08,7,4,0,248178,457808,457808,0,0,0,0,0,0,316300,0,3,0,0,0
44830,60081,76.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64882,88939,74.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47145,66871,73.28,1,1,1,4397,226000,226000,0,0,0,0,0,0,8150,0,0,0,0,0
51878,64674,83.19,1,1,0,15206,15206,15206,0,0,0,0,0,0,1021,0,1,0,0,0
50303,61028,85.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54913,70302,80.37,3,1,0,0,11990,11990,0,0,0,0,0,0,1202,0,0,0,0,0
50878,58144,89.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,63862,75.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56813,64369,89.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75751,111800,68.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40394,63646,65.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55613,72192,78.96,3,2,1,89224,105320,105320,0,0,0,0,0,0,7345,0,1,2,1,0
56963,85800,67.6,2,2,0,3169034,3300000,3300000,0,0,0,0,0,0,33817,0,0,0,0,0
72317,110000,67.73,1,1,1,49163,51000,51000,0,0,0,0,0,0,0,0,0,0,0,1
47145,79250,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57259,74582,77.77,2,2,0,39731,42349,42349,0,0,0,0,0,0,3026,0,2,0,4,1
48699,60650,82.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44532,74278,62.77,6,2,0,3042853,3055000,3055000,0,0,0,0,0,0,0,0,0,0,0,0
42894,65622,67.81,1,1,0,44500,44500,44500,0,0,0,0,0,0,0,0,1,0,0,0
69817,109500,65.75,4,1,1,31797,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0
52078,67914,78.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51603,86079,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50903,67696,76.22,1,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,1,0
49303,65208,77.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53603,64317,84.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48283,66463,76.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31484,70400,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39480,69030,60.84,3,3,1,347582,902693,902693,0,0,0,0,0,0,1083,0,1,0,0,0
51273,74578,71.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33841,65748,53.23,2,1,0,6874,7789,7789,0,0,0,0,0,0,1111,0,1,0,1,0
69169,97621,71.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59713,96226,63.39,3,1,0,10825,12990,12990,0,0,0,0,0,0,5619,0,1,0,1,1
71317,84000,86.9,1,1,0,714117,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0
42394,72256,59.51,1,1,0,109053,125000,125000,0,0,0,0,0,0,4700,0,0,0,0,0
64574,88262,74.99,14,9,1,3513244,4117526,4117526,0,0,0,0,0,0,11327,0,2,0,2,1
65169,83771,79.98,13,5,0,275446,661418,590005,0,0,0,0,0,0,0,0,1,0,0,0
41250,71733,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39594,59717,68.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54659,71365,78.47,1,1,0,895752,900000,900000,0,0,0,0,0,0,0,0,1,0,0,0
49757,65000,79.99,7,3,1,74471,1756000,1756000,0,0,0,0,0,0,157040,0,0,0,0,1
34484,62662,55.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61657,92828,69.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69817,80042,88.7,1,1,0,4337,8460,8460,0,0,0,0,0,0,1551,0,1,0,2,1
61947,70313,89.6,4,2,0,75424,82990,82990,0,0,0,0,0,0,8344,0,1,0,0,0
47145,67370,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64135,79192,85.0,1,1,0,8841,20000,20000,0,0,0,0,0,0,2186,0,0,1,1,0
51978,63100,87.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48049,55003,89.09,11,1,1,15160,13000,13000,0,0,0,0,0,0,4457,0,0,0,0,0
46145,64101,74.88,7,4,0,150652,173290,173290,0,0,0,0,0,0,16025,0,4,0,1,1
82686,116000,73.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38739,57635,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394,78400,54.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71217,107801,68.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55013,83500,68.26,1,1,0,1000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0
43894,60334,73.76,4,4,0,16655,95213,50213,0,0,0,0,0,0,0,0,1,0,0,0
53100,61197,89.87,14,4,1,0,60600,60600,6,0,0,0,0,0,990,0,0,0,1,1
53803,68062,80.81,1,1,1,477262,500000,500000,0,0,0,0,0,0,17080,0,0,1,0,0
54519,74206,78.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52478,74655,73.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68882,81883,85.49,1,1,0,17256,75700,75700,0,0,0,0,0,0,0,0,0,0,0,0
47349,79120,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44749,62300,73.03,3,1,0,150000,150000,150000,0,0,0,0,0,0,11238,0,1,0,1,0
39843,64570,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38039,61248,64.66,10,2,0,143043,151500,151500,0,0,0,0,0,0,8512,0,1,0,0,0
30984,49574,64.55,3,2,0,18004,26040,26040,0,0,0,0,0,0,0,0,2,0,0,0
55259,69300,80.81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,71500,81.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35689,73193,51.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,63938,89.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65169,73781,89.45,4,2,0,22416,41099,41099,0,0,0,0,0,0,1885,0,1,0,0,0
83686,94500,89.95,21,19,0,206581,341072,341072,0,0,0,0,0,0,9498,0,14,0,9,0
50303,66398,76.81,2,1,0,20195,17000,20194,0,0,0,0,0,0,1099,0,0,1,1,0
71817,126725,57.61,1,1,0,0,47900,47900,0,0,0,0,0,0,2133,0,0,0,0,1
49703,65914,77.37,3,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0
65459,79208,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49148,75785,69.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58812,68000,88.53,1,1,1,52456,143000,143000,0,0,0,0,0,0,3075,0,0,1,0,0
54859,72342,77.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49703,63513,79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54259,91648,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63213,81705,78.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55759,63868,89.25,1,1,0,3268,9812,9812,1,0,0,0,0,0,1636,0,1,0,0,0
55259,72495,77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43929,59093,77.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,74416,69.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59687,158200,39.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48578,56653,89.14,5,4,0,2878146,3345999,3345999,0,0,0,0,0,0,39553,0,0,0,0,1
53303,70202,76.92,23,6,0,595904,754805,754805,0,0,0,0,0,0,23082,0,2,0,0,0
59947,74000,83.78,10,2,0,11771,51000,51000,0,0,0,0,0,0,9201,0,0,2,2,0
40794,59470,70.12,2,1,0,10500,15000,15000,0,0,0,0,0,0,1090,0,1,0,1,0
48049,74400,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48258,63896,80.6,1,1,0,51500,51500,51500,0,0,0,0,0,0,0,0,1,0,0,0
50073,67357,75.72,7,2,0,502117,596500,596500,0,0,0,0,0,0,1462,0,0,0,0,0
93643,126700,74.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
42560,65919,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47145,65735,74.54,2,1,0,5744,15319,15319,0,0,0,0,0,0,1915,0,1,0,0,0
40394,85500,47.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54270,79620,70.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62713,74901,84.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96290,143805,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47349,62307,78.64,10,7,3,148454,578997,578997,0,0,0,0,0,0,0,0,0,3,0,0
68382,94489,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,72342,69.12,1,1,0,-7,1521,1521,0,0,0,0,0,0,0,0,0,0,0,0
64228,82422,79.77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52203,69190,79.49,1,1,0,5433,43100,43100,0,0,0,0,0,0,0,0,0,0,0,0
55259,65000,86.92,2,1,0,492001,500000,500000,0,0,0,0,0,0,0,0,1,0,0,1
46145,67689,70.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27529,73088,39.68,4,0,1,0,0,0,2,0,1,0,0,0,267,24000,0,0,0,0
58310,69825,85.0,5,1,0,26008,35000,35000,0,0,0,0,0,0,3270,0,0,0,3,1
60933,81460,78.57,18,12,0,1178382,1175990,1175990,0,0,0,0,0,0,1170322,0,7,1,0,0
26514,55855,51.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31284,61000,52.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61947,97086,65.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74751,109778,70.14,3,2,0,44776,63350,63350,0,0,0,0,0,0,0,0,1,0,0,1
53515,65517,83.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60447,69830,89.5,6,4,2,189249,409000,409000,0,0,0,0,0,0,46371,0,0,1,0,0
61430,93984,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38880,83771,49.54,2,2,1,2031758,2100000,2100000,0,0,0,0,0,0,10406,0,0,0,0,1
53678,68969,79.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58335,82546,74.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47773,85964,59.33,2,1,0,36041,1000000000,1000000000,0,0,0,0,0,0,0,0,0,0,0,1
59447,67360,89.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60447,74652,83.05,2,2,0,41922,80000,80000,0,0,0,0,0,0,5820,0,1,0,2,0
53803,75685,72.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55713,77500,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,69357,63.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51303,65825,80.52,2,0,0,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0
60713,77035,79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,70877,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49303,78437,65.02,3,0,2,0,0,0,0,0,0,0,0,0,1796,0,0,0,1,0
40394,68910,60.95,4,3,0,1032272,2400000,2400000,0,0,0,0,0,0,51278,0,1,0,0,0
55763,67108,85.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52079,64338,83.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40394,66199,61.93,2,0,0,0,0,0,0,0,0,0,0,0,3786,0,0,0,0,0
40394,56131,74.82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73623,101000,73.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79704,134503,61.73,3,2,0,21406,1200000,1200000,0,0,0,0,0,0,0,0,0,0,1,1
60713,78187,79.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62013,85157,75.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57259,74643,79.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53663,61321,89.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40394,61118,67.08,1,1,0,139234,133700,133700,0,0,0,0,0,0,0,0,0,0,0,0
61713,70610,89.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51103,69313,76.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44445,57535,78.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77751,102886,77.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51498,69322,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45389,62631,76.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39894,68951,59.46,5,2,0,247052,250010,250010,0,0,0,0,0,0,8181,0,1,0,0,0
41594,58712,73.24,2,1,0,65159,69300,69300,0,0,0,0,0,0,5606,0,1,0,0,0
118309,180661,68.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73417,89374,83.81,18,8,0,601583,970858,970858,0,0,0,0,0,0,325009,0,2,0,0,0
61213,80517,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50303,105732,49.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41594,109700,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,64501,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55959,67578,84.35,1,1,0,28537,68500,68500,0,0,0,0,0,0,5709,0,1,0,0,0
61647,73500,85.99,4,3,0,461000,461000,461000,0,0,0,0,0,0,21959,0,3,0,1,0
41394,71141,59.04,1,1,0,0,40253,40253,0,0,0,0,0,0,0,0,0,0,0,0
